Gene	Comparison	Set	Domain	GO.ID	Term	Annotated	Significant	Expected	pval
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0098641	cadherin binding involved in cell-cell a...	239	55	33.43	0.00010	4	1.64522883637451	0.216226312901675
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0050839	cell adhesion molecule binding	400	93	55.95	0.00056	3.2518119729938	1.66219839142091	0.220682857689566
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0046961	proton-transporting ATPase activity, rot...	16	8	2.24	0.00065	3.18708664335714	3.57142857142857	0.552841968657781
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0005109	frizzled binding	36	13	5.04	0.00075	3.1249387366083	2.57936507936508	0.411512815861311
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0042802	identical protein binding	1215	208	169.96	0.00077	3.11350927482752	1.22381736879266	0.0877166125452847
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0019904	protein domain specific binding	556	104	77.78	0.00098	3.0087739243075	1.33710465415274	0.126165400487339
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0017134	fibroblast growth factor binding	21	9	2.94	0.00121	2.91721462968355	3.06122448979592	0.485895179027168
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0015631	tubulin binding	266	54	37.21	0.00273	2.56383735295924	1.4512227895727	0.161734089801434
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0032403	protein complex binding	864	148	120.86	0.00424	2.37263414340727	1.22455733907	0.0879791254825198
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0008092	cytoskeletal protein binding	766	144	107.15	0.00503	2.29843201494407	1.34391040597293	0.128370316717402
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0046983	protein dimerization activity	988	166	138.21	0.00554	2.25649023527157	1.20107083423775	0.079568621067713
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0016791	phosphatase activity	227	46	31.75	0.00557	2.25414480482627	1.4488188976378	0.16101410205358
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0035198	miRNA binding	14	6	1.96	0.00816	2.08830984124614	3.06122448979592	0.485895179027168
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0019901	protein kinase binding	459	82	64.21	0.01068	1.97142874730746	1.2770596480299	0.106211182467222
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0008553	hydrogen-exporting ATPase activity, phos...	11	5	1.54	0.01182	1.92738252345476	3.24675324675325	0.511449283499556
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0015114	phosphate ion transmembrane transporter ...	11	5	1.54	0.01182	1.92738252345476	3.24675324675325	0.511449283499556
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0005003	ephrin receptor activity	15	6	2.1	0.01201	1.92045699259709	2.85714285714286	0.455931955649724
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0017124	SH3 domain binding	102	23	14.27	0.01265	1.89790947448816	1.61177295024527	0.207303862902946
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0004709	MAP kinase kinase kinase activity	20	7	2.8	0.01521	1.817870785947	2.5	0.397940008672038
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0004806	triglyceride lipase activity	12	5	1.68	0.01797	1.74545192289103	2.97619047619048	0.473660722610156
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0003779	actin binding	355	64	49.66	0.01840	1.73518217699046	1.28876359242851	0.110173258765342
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0004721	phosphoprotein phosphatase activity	152	31	21.26	0.01845	1.73400362950492	1.45813734713076	0.163798433646995
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0004725	protein tyrosine phosphatase activity	89	20	12.45	0.01985	1.70223948890087	1.60642570281124	0.205860644232226
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0042803	protein homodimerization activity	627	106	87.71	0.01999	1.69918720588188	1.20852810397902	0.0822567542563634
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0034185	apolipoprotein binding	13	5	1.82	0.02589	1.58686794956513	2.74725274725275	0.438898616350944
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0052745	inositol phosphate phosphatase activity	13	5	1.82	0.02589	1.58686794956513	2.74725274725275	0.438898616350944
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0001228	RNA polymerase II transcription regulato...	338	60	47.28	0.02910	1.53610701101409	1.26903553299492	0.103473782510445
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0019900	kinase binding	519	88	72.6	0.02973	1.52680509079506	1.21212121212121	0.0835460514500749
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0003727	single-stranded RNA binding	70	16	9.79	0.03003	1.52244466780102	1.63432073544433	0.213337290852787
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0005031	tumor necrosis factor-activated receptor...	18	6	2.52	0.03079	1.5115903110968	2.38095238095238	0.376750709602099
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0005035	death receptor activity	18	6	2.52	0.03079	1.5115903110968	2.38095238095238	0.376750709602099
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0004722	protein serine/threonine phosphatase act...	54	13	7.55	0.03238	1.48972315558264	1.72185430463576	0.235996400677649
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0003785	actin monomer binding	23	7	3.22	0.03304	1.48095996135166	2.17391304347826	0.337242168318426
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0019843	rRNA binding	49	12	6.85	0.03443	1.46306297729533	1.75182481751825	0.243490674555199
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0016411	acylglycerol O-acyltransferase activity	14	5	1.96	0.03575	1.4467239538629	2.55102040816327	0.406713932979543
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0000977	RNA polymerase II regulatory region sequ...	527	88	73.72	0.04136	1.38341946991411	1.19370591427021	0.0768973456031324
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0004713	protein tyrosine kinase activity	126	25	17.63	0.04277	1.36886074974319	1.41803743618832	0.151687696372716
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0046982	protein heterodimerization activity	392	67	54.84	0.04531	1.34380593782081	1.2217359591539	0.0869773565833513
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0017022	myosin binding	51	12	7.13	0.04559	1.34113040779804	1.68302945301543	0.226091716195759
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0001012	RNA polymerase II regulatory region DNA ...	530	88	74.14	0.04653	1.33226694746673	1.18694362017804	0.0744300904566237
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0000981	sequence-specific DNA binding RNA polyme...	616	101	86.17	0.04668	1.33086915262667	1.17210165951027	0.0689652808370694
Bap1	hom_vs_het_wt	mrna_abnormal	MF	GO:0015662	ATPase activity, coupled to transmembran...	35	9	4.9	0.04729	1.32523068598457	1.83673469387755	0.264046429410811
Bap1	hom_vs_het_wt	mrna_as_wt	MF	GO:0005085	guanyl-nucleotide exchange factor activi...	186	43	22.51	1.8e-05	4.74472749489669	1.91026210573079	0.281092960579066
Bap1	hom_vs_het_wt	mrna_as_wt	MF	GO:0003723	RNA binding	1470	214	177.87	0.0016	2.79588001734407	1.20312587845055	0.0803110682845647
Bap1	hom_vs_het_wt	mrna_as_wt	MF	GO:0005524	ATP binding	1324	191	160.2	0.0043	2.36653154442041	1.19225967540574	0.0763708554995087
Bap1	hom_vs_het_wt	mrna_as_wt	MF	GO:0051059	NF-kappaB binding	28	9	3.39	0.0044	2.35654732351381	2.65486725663717	0.424042811236243
Bap1	hom_vs_het_wt	mrna_as_wt	MF	GO:0003678	DNA helicase activity	39	11	4.72	0.0053	2.27572413039921	2.33050847457627	0.367450686524137
